2 5
84604206 19911579 fabmlohmxw
04084266 71593139 ybsncrybmr
42448804 79911117 pqdqtizypo
02822888 53111117 mzanclezsh
04804406 31593557 tyhenqzkpg
68248802 71131319 gvsviripwj
06040822 31177717 jutcdoxkxo
64460222 57177179 snitqzqfup
06482688 53133915 vybwdadcnk
46846826 91157137 exsrcvkrgt
02400088 93137999 natejobyjg
66402880 77915955 uvujunshyx
06644808 37755351 hqpmradwxmryxcbezqdchsvspsfqzexidglshulizanwlojedk
86406084 37151771 ulytunspsr
80062288 91159715 tolezwnyli
46268426 13151933 anyjknyxcx
64022484 37397553 lwnczulejs
24026624 55159133 ifovkvungh
88468086 19177319 lkpqdufela
46248262 71539793 uxihqlkxwh
46848844 99777391 dczupspcdq
88002020 39353939 wvejqfkzsp
88244428 93579173 dadkjavmlq
04260486 13519799 ujybwhszkb
68460666 33115915 rudwjgzqhs
46420480 73753579 ilqbytwlgv
80446202 77577395 zwjmrqdcnu
68488226 95317773 itarmdmtef
80024002 57375319 nkrexknyho
82600284 95913355 ujunczonkp
06026280 99513953 jcfgzyhknu
24404044 73535315 cdankpqjet
64264862 13159795 vyfcjydedq
06868860 75577713 upmjgdsryf
02880288 13959779 tarabwdaju
22884664 79311755 argnypwxwn
66242484 95793513 rgdohexmdc
24222860 11735559 wdotydqlkl
86204848 15373577 lyzwfctcbwtgjorwzgrqlmrenclyjelkpipilcjankjsbubulo
28068088 55195351 ajatcjyfgx
46004046 71177913 huxipitcfg
84404246 97915953 ulcjivyfut
40246806 13731177 bwxkdabkpu
66440842 59137977 irilqvopmb
04046642 15793593 hqngpkxunwdqjgfqvujaxatsfefepgvmnwxclcvebmlcdqrqzc
22268224 75951311 cburmzmxwj
40488666 75959991 bqbszgnypg
20048020 19759357 etkdqxqzsr
64862646 37311957 dmnglspwrq
22068004 93971951 mdsfsvutep
86024444 57175113 xsfifezghw
04842422 39333957 azoncjkhgd
04226848 55337377 nwhmdofqjw
06602600 93379777 mzofedybqr
68604088 53999795 lmluhepklw
88082266 99991179 qxuzapgruj
22648048 57911137 xklodkfkha
08482460 57533579 wxanydqhyl
44848466 57157777 vexabghkxo
84822424 59199375 qrubwfijaz
62688226 37339711 vuhqdglyxs
86228448 79371993 gfihmjkbwb
84004662 77139119 pefwnqtctinkzqnqdaripyzstqjwfspefqhmpwxylqpqbkjejw
04066064 13931113 wlmjuhefgx
06282422 97319973 lahwhgbufe
42604006 31357955 eduzkherex
44646240 31175917 vedgncxqpq
22686804 31373739 sdirctkboh
26264408 95733771 lqnubwdcbk
80464802 15551731 oxspgbodmb
48840062 77999739 tcbqnunste
28284400 15595913 ihoxmnsbgp
46680028 55517177 hyhelufmro
08046208 75731935 apudmnerul
80008646 75173173 dyjgbqpatw
64240424 55575317 itelyrclcp
64248400 35973977 rwtaxmvsnozsjiritgdafodejunynkrgbwlgfghifyxmzyxyxc
28860002 39399953 ibatyhstyt
84624482 93535111 byvalebyxq
48204400 95937357 sxgzetizcl
82444226 33397155 bivujorcvkpglgzgradkvmhgdcxcxkzoxyzwfojwjivurunuhy
82200208 15511715 cxifwvutmf
08422800 19375199 xkhepcpofs
62862868 57953379 itopkloxex
88002248 33959753 vqdwngzmtgjmrkpazuripwzovglojyhcbmpahmdypglgfchwxw
62882246 91375797 unixibefwj
0 5
44846620 51133739 STWLEBKHKJ
88242020 13975993 EHKHMDOXUH
68688064 99351135 CRGVIJGLGJ
40086022 57793359 WNURUZUHIH
02880688 59535357 CDMRAJEJCB
5 0
permit 44846620 51133739
permit 68688064 57557597
permit 02880688 13975993
permit 66020644 15331531
permit 20448624 99351135
1 16
permit 11111111 00000000
11111111 10000000 FooBarBaz
01111111 00000000 FooBarBaz
11111111 01000000 FooBarBaz
10111111 00000000 FooBarBaz
11111111 00100000 FooBarBaz
11011111 00000000 FooBarBaz
11111111 00010000 FooBarBaz
11101111 00000000 FooBarBaz
11111111 00001000 FooBarBaz
11110111 00000000 FooBarBaz
11111111 00000100 FooBarBaz
11111011 00000000 FooBarBaz
11111111 00000010 FooBarBaz
11111101 00000000 FooBarBaz
11111111 00000001 FooBarBaz
11111110 00000000 FooBarBaz
1 2
permit ?1111111 ?0000000
11111111 00000000 FooBarBaz
01111111 10000000 FooBarBaz
1 2
permit 1?111111 0?000000
11111111 00000000 FooBarBaz
10111111 01000000 FooBarBaz
1 2
permit ??111111 ??000000
11111111 00000000 FooBarBaz
00111111 11000000 FooBarBaz
1 2
permit 11?11111 00?00000
11111111 00000000 FooBarBaz
11011111 00100000 FooBarBaz
1 2
permit ?1?11111 ?0?00000
11111111 00000000 FooBarBaz
01011111 10100000 FooBarBaz
1 2
permit 1??11111 0??00000
11111111 00000000 FooBarBaz
10011111 01100000 FooBarBaz
1 2
permit ???11111 ???00000
11111111 00000000 FooBarBaz
00011111 11100000 FooBarBaz
1 2
permit 111?1111 000?0000
11111111 00000000 FooBarBaz
11101111 00010000 FooBarBaz
1 2
permit ?11?1111 ?00?0000
11111111 00000000 FooBarBaz
01101111 10010000 FooBarBaz
1 2
permit 1?1?1111 0?0?0000
11111111 00000000 FooBarBaz
10101111 01010000 FooBarBaz
1 2
permit ??1?1111 ??0?0000
11111111 00000000 FooBarBaz
00101111 11010000 FooBarBaz
1 2
permit 11??1111 00??0000
11111111 00000000 FooBarBaz
11001111 00110000 FooBarBaz
1 2
permit ?1??1111 ?0??0000
11111111 00000000 FooBarBaz
01001111 10110000 FooBarBaz
1 2
permit 1???1111 0???0000
11111111 00000000 FooBarBaz
10001111 01110000 FooBarBaz
1 2
permit ????1111 ????0000
11111111 00000000 FooBarBaz
00001111 11110000 FooBarBaz
1 2
permit 1111?111 0000?000
11111111 00000000 FooBarBaz
11110111 00001000 FooBarBaz
1 2
permit ?111?111 ?000?000
11111111 00000000 FooBarBaz
01110111 10001000 FooBarBaz
1 2
permit 1?11?111 0?00?000
11111111 00000000 FooBarBaz
10110111 01001000 FooBarBaz
1 2
permit ??11?111 ??00?000
11111111 00000000 FooBarBaz
00110111 11001000 FooBarBaz
1 2
permit 11?1?111 00?0?000
11111111 00000000 FooBarBaz
11010111 00101000 FooBarBaz
1 2
permit ?1?1?111 ?0?0?000
11111111 00000000 FooBarBaz
01010111 10101000 FooBarBaz
1 2
permit 1??1?111 0??0?000
11111111 00000000 FooBarBaz
10010111 01101000 FooBarBaz
1 2
permit ???1?111 ???0?000
11111111 00000000 FooBarBaz
00010111 11101000 FooBarBaz
1 2
permit 111??111 000??000
11111111 00000000 FooBarBaz
11100111 00011000 FooBarBaz
1 2
permit ?11??111 ?00??000
11111111 00000000 FooBarBaz
01100111 10011000 FooBarBaz
1 2
permit 1?1??111 0?0??000
11111111 00000000 FooBarBaz
10100111 01011000 FooBarBaz
1 2
permit ??1??111 ??0??000
11111111 00000000 FooBarBaz
00100111 11011000 FooBarBaz
1 2
permit 11???111 00???000
11111111 00000000 FooBarBaz
11000111 00111000 FooBarBaz
1 2
permit ?1???111 ?0???000
11111111 00000000 FooBarBaz
01000111 10111000 FooBarBaz
1 2
permit 1????111 0????000
11111111 00000000 FooBarBaz
10000111 01111000 FooBarBaz
1 2
permit ?????111 ?????000
11111111 00000000 FooBarBaz
00000111 11111000 FooBarBaz
1 2
permit 11111?11 00000?00
11111111 00000000 FooBarBaz
11111011 00000100 FooBarBaz
1 2
permit ?1111?11 ?0000?00
11111111 00000000 FooBarBaz
01111011 10000100 FooBarBaz
1 2
permit 1?111?11 0?000?00
11111111 00000000 FooBarBaz
10111011 01000100 FooBarBaz
1 2
permit ??111?11 ??000?00
11111111 00000000 FooBarBaz
00111011 11000100 FooBarBaz
1 2
permit 11?11?11 00?00?00
11111111 00000000 FooBarBaz
11011011 00100100 FooBarBaz
1 2
permit ?1?11?11 ?0?00?00
11111111 00000000 FooBarBaz
01011011 10100100 FooBarBaz
1 2
permit 1??11?11 0??00?00
11111111 00000000 FooBarBaz
10011011 01100100 FooBarBaz
1 2
permit ???11?11 ???00?00
11111111 00000000 FooBarBaz
00011011 11100100 FooBarBaz
1 2
permit 111?1?11 000?0?00
11111111 00000000 FooBarBaz
11101011 00010100 FooBarBaz
1 2
permit ?11?1?11 ?00?0?00
11111111 00000000 FooBarBaz
01101011 10010100 FooBarBaz
1 2
permit 1?1?1?11 0?0?0?00
11111111 00000000 FooBarBaz
10101011 01010100 FooBarBaz
1 2
permit ??1?1?11 ??0?0?00
11111111 00000000 FooBarBaz
00101011 11010100 FooBarBaz
1 2
permit 11??1?11 00??0?00
11111111 00000000 FooBarBaz
11001011 00110100 FooBarBaz
1 2
permit ?1??1?11 ?0??0?00
11111111 00000000 FooBarBaz
01001011 10110100 FooBarBaz
1 2
permit 1???1?11 0???0?00
11111111 00000000 FooBarBaz
10001011 01110100 FooBarBaz
1 2
permit ????1?11 ????0?00
11111111 00000000 FooBarBaz
00001011 11110100 FooBarBaz
1 2
permit 1111??11 0000??00
11111111 00000000 FooBarBaz
11110011 00001100 FooBarBaz
1 2
permit ?111??11 ?000??00
11111111 00000000 FooBarBaz
01110011 10001100 FooBarBaz
1 2
permit 1?11??11 0?00??00
11111111 00000000 FooBarBaz
10110011 01001100 FooBarBaz
1 2
permit ??11??11 ??00??00
11111111 00000000 FooBarBaz
00110011 11001100 FooBarBaz
1 2
permit 11?1??11 00?0??00
11111111 00000000 FooBarBaz
11010011 00101100 FooBarBaz
1 2
permit ?1?1??11 ?0?0??00
11111111 00000000 FooBarBaz
01010011 10101100 FooBarBaz
1 2
permit 1??1??11 0??0??00
11111111 00000000 FooBarBaz
10010011 01101100 FooBarBaz
1 2
permit ???1??11 ???0??00
11111111 00000000 FooBarBaz
00010011 11101100 FooBarBaz
1 2
permit 111???11 000???00
11111111 00000000 FooBarBaz
11100011 00011100 FooBarBaz
1 2
permit ?11???11 ?00???00
11111111 00000000 FooBarBaz
01100011 10011100 FooBarBaz
1 2
permit 1?1???11 0?0???00
11111111 00000000 FooBarBaz
10100011 01011100 FooBarBaz
1 2
permit ??1???11 ??0???00
11111111 00000000 FooBarBaz
00100011 11011100 FooBarBaz
1 2
permit 11????11 00????00
11111111 00000000 FooBarBaz
11000011 00111100 FooBarBaz
1 2
permit ?1????11 ?0????00
11111111 00000000 FooBarBaz
01000011 10111100 FooBarBaz
1 2
permit 1?????11 0?????00
11111111 00000000 FooBarBaz
10000011 01111100 FooBarBaz
1 2
permit ??????11 ??????00
11111111 00000000 FooBarBaz
00000011 11111100 FooBarBaz
1 2
permit 111111?1 000000?0
11111111 00000000 FooBarBaz
11111101 00000010 FooBarBaz
1 2
permit ?11111?1 ?00000?0
11111111 00000000 FooBarBaz
01111101 10000010 FooBarBaz
1 2
permit 1?1111?1 0?0000?0
11111111 00000000 FooBarBaz
10111101 01000010 FooBarBaz
1 2
permit ??1111?1 ??0000?0
11111111 00000000 FooBarBaz
00111101 11000010 FooBarBaz
1 2
permit 11?111?1 00?000?0
11111111 00000000 FooBarBaz
11011101 00100010 FooBarBaz
1 2
permit ?1?111?1 ?0?000?0
11111111 00000000 FooBarBaz
01011101 10100010 FooBarBaz
1 2
permit 1??111?1 0??000?0
11111111 00000000 FooBarBaz
10011101 01100010 FooBarBaz
1 2
permit ???111?1 ???000?0
11111111 00000000 FooBarBaz
00011101 11100010 FooBarBaz
1 2
permit 111?11?1 000?00?0
11111111 00000000 FooBarBaz
11101101 00010010 FooBarBaz
1 2
permit ?11?11?1 ?00?00?0
11111111 00000000 FooBarBaz
01101101 10010010 FooBarBaz
1 2
permit 1?1?11?1 0?0?00?0
11111111 00000000 FooBarBaz
10101101 01010010 FooBarBaz
1 2
permit ??1?11?1 ??0?00?0
11111111 00000000 FooBarBaz
00101101 11010010 FooBarBaz
1 2
permit 11??11?1 00??00?0
11111111 00000000 FooBarBaz
11001101 00110010 FooBarBaz
1 2
permit ?1??11?1 ?0??00?0
11111111 00000000 FooBarBaz
01001101 10110010 FooBarBaz
1 2
permit 1???11?1 0???00?0
11111111 00000000 FooBarBaz
10001101 01110010 FooBarBaz
1 2
permit ????11?1 ????00?0
11111111 00000000 FooBarBaz
00001101 11110010 FooBarBaz
1 2
permit 1111?1?1 0000?0?0
11111111 00000000 FooBarBaz
11110101 00001010 FooBarBaz
1 2
permit ?111?1?1 ?000?0?0
11111111 00000000 FooBarBaz
01110101 10001010 FooBarBaz
1 2
permit 1?11?1?1 0?00?0?0
11111111 00000000 FooBarBaz
10110101 01001010 FooBarBaz
1 2
permit ??11?1?1 ??00?0?0
11111111 00000000 FooBarBaz
00110101 11001010 FooBarBaz
1 2
permit 11?1?1?1 00?0?0?0
11111111 00000000 FooBarBaz
11010101 00101010 FooBarBaz
1 2
permit ?1?1?1?1 ?0?0?0?0
11111111 00000000 FooBarBaz
01010101 10101010 FooBarBaz
1 2
permit 1??1?1?1 0??0?0?0
11111111 00000000 FooBarBaz
10010101 01101010 FooBarBaz
1 2
permit ???1?1?1 ???0?0?0
11111111 00000000 FooBarBaz
00010101 11101010 FooBarBaz
1 2
permit 111??1?1 000??0?0
11111111 00000000 FooBarBaz
11100101 00011010 FooBarBaz
1 2
permit ?11??1?1 ?00??0?0
11111111 00000000 FooBarBaz
01100101 10011010 FooBarBaz
1 2
permit 1?1??1?1 0?0??0?0
11111111 00000000 FooBarBaz
10100101 01011010 FooBarBaz
1 2
permit ??1??1?1 ??0??0?0
11111111 00000000 FooBarBaz
00100101 11011010 FooBarBaz
1 2
permit 11???1?1 00???0?0
11111111 00000000 FooBarBaz
11000101 00111010 FooBarBaz
1 2
permit ?1???1?1 ?0???0?0
11111111 00000000 FooBarBaz
01000101 10111010 FooBarBaz
1 2
permit 1????1?1 0????0?0
11111111 00000000 FooBarBaz
10000101 01111010 FooBarBaz
1 2
permit ?????1?1 ?????0?0
11111111 00000000 FooBarBaz
00000101 11111010 FooBarBaz
1 2
permit 11111??1 00000??0
11111111 00000000 FooBarBaz
11111001 00000110 FooBarBaz
1 2
permit ?1111??1 ?0000??0
11111111 00000000 FooBarBaz
01111001 10000110 FooBarBaz
1 2
permit 1?111??1 0?000??0
11111111 00000000 FooBarBaz
10111001 01000110 FooBarBaz
1 2
permit ??111??1 ??000??0
11111111 00000000 FooBarBaz
00111001 11000110 FooBarBaz
1 2
permit 11?11??1 00?00??0
11111111 00000000 FooBarBaz
11011001 00100110 FooBarBaz
1 2
permit ?1?11??1 ?0?00??0
11111111 00000000 FooBarBaz
01011001 10100110 FooBarBaz
1 2
permit 1??11??1 0??00??0
11111111 00000000 FooBarBaz
10011001 01100110 FooBarBaz
1 2
permit ???11??1 ???00??0
11111111 00000000 FooBarBaz
00011001 11100110 FooBarBaz
1 2
permit 111?1??1 000?0??0
11111111 00000000 FooBarBaz
11101001 00010110 FooBarBaz
1 2
permit ?11?1??1 ?00?0??0
11111111 00000000 FooBarBaz
01101001 10010110 FooBarBaz
1 2
permit 1?1?1??1 0?0?0??0
11111111 00000000 FooBarBaz
10101001 01010110 FooBarBaz
1 2
permit ??1?1??1 ??0?0??0
11111111 00000000 FooBarBaz
00101001 11010110 FooBarBaz
1 2
permit 11??1??1 00??0??0
11111111 00000000 FooBarBaz
11001001 00110110 FooBarBaz
1 2
permit ?1??1??1 ?0??0??0
11111111 00000000 FooBarBaz
01001001 10110110 FooBarBaz
1 2
permit 1???1??1 0???0??0
11111111 00000000 FooBarBaz
10001001 01110110 FooBarBaz
1 2
permit ????1??1 ????0??0
11111111 00000000 FooBarBaz
00001001 11110110 FooBarBaz
1 2
permit 1111???1 0000???0
11111111 00000000 FooBarBaz
11110001 00001110 FooBarBaz
1 2
permit ?111???1 ?000???0
11111111 00000000 FooBarBaz
01110001 10001110 FooBarBaz
1 2
permit 1?11???1 0?00???0
11111111 00000000 FooBarBaz
10110001 01001110 FooBarBaz
1 2
permit ??11???1 ??00???0
11111111 00000000 FooBarBaz
00110001 11001110 FooBarBaz
1 2
permit 11?1???1 00?0???0
11111111 00000000 FooBarBaz
11010001 00101110 FooBarBaz
1 2
permit ?1?1???1 ?0?0???0
11111111 00000000 FooBarBaz
01010001 10101110 FooBarBaz
1 2
permit 1??1???1 0??0???0
11111111 00000000 FooBarBaz
10010001 01101110 FooBarBaz
1 2
permit ???1???1 ???0???0
11111111 00000000 FooBarBaz
00010001 11101110 FooBarBaz
1 2
permit 111????1 000????0
11111111 00000000 FooBarBaz
11100001 00011110 FooBarBaz
1 2
permit ?11????1 ?00????0
11111111 00000000 FooBarBaz
01100001 10011110 FooBarBaz
1 2
permit 1?1????1 0?0????0
11111111 00000000 FooBarBaz
10100001 01011110 FooBarBaz
1 2
permit ??1????1 ??0????0
11111111 00000000 FooBarBaz
00100001 11011110 FooBarBaz
1 2
permit 11?????1 00?????0
11111111 00000000 FooBarBaz
11000001 00111110 FooBarBaz
1 2
permit ?1?????1 ?0?????0
11111111 00000000 FooBarBaz
01000001 10111110 FooBarBaz
1 2
permit 1??????1 0??????0
11111111 00000000 FooBarBaz
10000001 01111110 FooBarBaz
1 2
permit ???????1 ???????0
11111111 00000000 FooBarBaz
00000001 11111110 FooBarBaz
1 2
permit 1111111? 0000000?
11111111 00000000 FooBarBaz
11111110 00000001 FooBarBaz
1 2
permit ?111111? ?000000?
11111111 00000000 FooBarBaz
01111110 10000001 FooBarBaz
1 2
permit 1?11111? 0?00000?
11111111 00000000 FooBarBaz
10111110 01000001 FooBarBaz
1 2
permit ??11111? ??00000?
11111111 00000000 FooBarBaz
00111110 11000001 FooBarBaz
1 2
permit 11?1111? 00?0000?
11111111 00000000 FooBarBaz
11011110 00100001 FooBarBaz
1 2
permit ?1?1111? ?0?0000?
11111111 00000000 FooBarBaz
01011110 10100001 FooBarBaz
1 2
permit 1??1111? 0??0000?
11111111 00000000 FooBarBaz
10011110 01100001 FooBarBaz
1 2
permit ???1111? ???0000?
11111111 00000000 FooBarBaz
00011110 11100001 FooBarBaz
1 2
permit 111?111? 000?000?
11111111 00000000 FooBarBaz
11101110 00010001 FooBarBaz
1 2
permit ?11?111? ?00?000?
11111111 00000000 FooBarBaz
01101110 10010001 FooBarBaz
1 2
permit 1?1?111? 0?0?000?
11111111 00000000 FooBarBaz
10101110 01010001 FooBarBaz
1 2
permit ??1?111? ??0?000?
11111111 00000000 FooBarBaz
00101110 11010001 FooBarBaz
1 2
permit 11??111? 00??000?
11111111 00000000 FooBarBaz
11001110 00110001 FooBarBaz
1 2
permit ?1??111? ?0??000?
11111111 00000000 FooBarBaz
01001110 10110001 FooBarBaz
1 2
permit 1???111? 0???000?
11111111 00000000 FooBarBaz
10001110 01110001 FooBarBaz
1 2
permit ????111? ????000?
11111111 00000000 FooBarBaz
00001110 11110001 FooBarBaz
1 2
permit 1111?11? 0000?00?
11111111 00000000 FooBarBaz
11110110 00001001 FooBarBaz
1 2
permit ?111?11? ?000?00?
11111111 00000000 FooBarBaz
01110110 10001001 FooBarBaz
1 2
permit 1?11?11? 0?00?00?
11111111 00000000 FooBarBaz
10110110 01001001 FooBarBaz
1 2
permit ??11?11? ??00?00?
11111111 00000000 FooBarBaz
00110110 11001001 FooBarBaz
1 2
permit 11?1?11? 00?0?00?
11111111 00000000 FooBarBaz
11010110 00101001 FooBarBaz
1 2
permit ?1?1?11? ?0?0?00?
11111111 00000000 FooBarBaz
01010110 10101001 FooBarBaz
1 2
permit 1??1?11? 0??0?00?
11111111 00000000 FooBarBaz
10010110 01101001 FooBarBaz
1 2
permit ???1?11? ???0?00?
11111111 00000000 FooBarBaz
00010110 11101001 FooBarBaz
1 2
permit 111??11? 000??00?
11111111 00000000 FooBarBaz
11100110 00011001 FooBarBaz
1 2
permit ?11??11? ?00??00?
11111111 00000000 FooBarBaz
01100110 10011001 FooBarBaz
1 2
permit 1?1??11? 0?0??00?
11111111 00000000 FooBarBaz
10100110 01011001 FooBarBaz
1 2
permit ??1??11? ??0??00?
11111111 00000000 FooBarBaz
00100110 11011001 FooBarBaz
1 2
permit 11???11? 00???00?
11111111 00000000 FooBarBaz
11000110 00111001 FooBarBaz
1 2
permit ?1???11? ?0???00?
11111111 00000000 FooBarBaz
01000110 10111001 FooBarBaz
1 2
permit 1????11? 0????00?
11111111 00000000 FooBarBaz
10000110 01111001 FooBarBaz
1 2
permit ?????11? ?????00?
11111111 00000000 FooBarBaz
00000110 11111001 FooBarBaz
1 2
permit 11111?1? 00000?0?
11111111 00000000 FooBarBaz
11111010 00000101 FooBarBaz
1 2
permit ?1111?1? ?0000?0?
11111111 00000000 FooBarBaz
01111010 10000101 FooBarBaz
1 2
permit 1?111?1? 0?000?0?
11111111 00000000 FooBarBaz
10111010 01000101 FooBarBaz
1 2
permit ??111?1? ??000?0?
11111111 00000000 FooBarBaz
00111010 11000101 FooBarBaz
1 2
permit 11?11?1? 00?00?0?
11111111 00000000 FooBarBaz
11011010 00100101 FooBarBaz
1 2
permit ?1?11?1? ?0?00?0?
11111111 00000000 FooBarBaz
01011010 10100101 FooBarBaz
1 2
permit 1??11?1? 0??00?0?
11111111 00000000 FooBarBaz
10011010 01100101 FooBarBaz
1 2
permit ???11?1? ???00?0?
11111111 00000000 FooBarBaz
00011010 11100101 FooBarBaz
1 2
permit 111?1?1? 000?0?0?
11111111 00000000 FooBarBaz
11101010 00010101 FooBarBaz
1 2
permit ?11?1?1? ?00?0?0?
11111111 00000000 FooBarBaz
01101010 10010101 FooBarBaz
1 2
permit 1?1?1?1? 0?0?0?0?
11111111 00000000 FooBarBaz
10101010 01010101 FooBarBaz
1 2
permit ??1?1?1? ??0?0?0?
11111111 00000000 FooBarBaz
00101010 11010101 FooBarBaz
1 2
permit 11??1?1? 00??0?0?
11111111 00000000 FooBarBaz
11001010 00110101 FooBarBaz
1 2
permit ?1??1?1? ?0??0?0?
11111111 00000000 FooBarBaz
01001010 10110101 FooBarBaz
1 2
permit 1???1?1? 0???0?0?
11111111 00000000 FooBarBaz
10001010 01110101 FooBarBaz
1 2
permit ????1?1? ????0?0?
11111111 00000000 FooBarBaz
00001010 11110101 FooBarBaz
1 2
permit 1111??1? 0000??0?
11111111 00000000 FooBarBaz
11110010 00001101 FooBarBaz
1 2
permit ?111??1? ?000??0?
11111111 00000000 FooBarBaz
01110010 10001101 FooBarBaz
1 2
permit 1?11??1? 0?00??0?
11111111 00000000 FooBarBaz
10110010 01001101 FooBarBaz
1 2
permit ??11??1? ??00??0?
11111111 00000000 FooBarBaz
00110010 11001101 FooBarBaz
1 2
permit 11?1??1? 00?0??0?
11111111 00000000 FooBarBaz
11010010 00101101 FooBarBaz
1 2
permit ?1?1??1? ?0?0??0?
11111111 00000000 FooBarBaz
01010010 10101101 FooBarBaz
1 2
permit 1??1??1? 0??0??0?
11111111 00000000 FooBarBaz
10010010 01101101 FooBarBaz
1 2
permit ???1??1? ???0??0?
11111111 00000000 FooBarBaz
00010010 11101101 FooBarBaz
1 2
permit 111???1? 000???0?
11111111 00000000 FooBarBaz
11100010 00011101 FooBarBaz
1 2
permit ?11???1? ?00???0?
11111111 00000000 FooBarBaz
01100010 10011101 FooBarBaz
1 2
permit 1?1???1? 0?0???0?
11111111 00000000 FooBarBaz
10100010 01011101 FooBarBaz
1 2
permit ??1???1? ??0???0?
11111111 00000000 FooBarBaz
00100010 11011101 FooBarBaz
1 2
permit 11????1? 00????0?
11111111 00000000 FooBarBaz
11000010 00111101 FooBarBaz
1 2
permit ?1????1? ?0????0?
11111111 00000000 FooBarBaz
01000010 10111101 FooBarBaz
1 2
permit 1?????1? 0?????0?
11111111 00000000 FooBarBaz
10000010 01111101 FooBarBaz
1 2
permit ??????1? ??????0?
11111111 00000000 FooBarBaz
00000010 11111101 FooBarBaz
1 2
permit 111111?? 000000??
11111111 00000000 FooBarBaz
11111100 00000011 FooBarBaz
1 2
permit ?11111?? ?00000??
11111111 00000000 FooBarBaz
01111100 10000011 FooBarBaz
1 2
permit 1?1111?? 0?0000??
11111111 00000000 FooBarBaz
10111100 01000011 FooBarBaz
1 2
permit ??1111?? ??0000??
11111111 00000000 FooBarBaz
00111100 11000011 FooBarBaz
1 2
permit 11?111?? 00?000??
11111111 00000000 FooBarBaz
11011100 00100011 FooBarBaz
1 2
permit ?1?111?? ?0?000??
11111111 00000000 FooBarBaz
01011100 10100011 FooBarBaz
1 2
permit 1??111?? 0??000??
11111111 00000000 FooBarBaz
10011100 01100011 FooBarBaz
1 2
permit ???111?? ???000??
11111111 00000000 FooBarBaz
00011100 11100011 FooBarBaz
1 2
permit 111?11?? 000?00??
11111111 00000000 FooBarBaz
11101100 00010011 FooBarBaz
1 2
permit ?11?11?? ?00?00??
11111111 00000000 FooBarBaz
01101100 10010011 FooBarBaz
1 2
permit 1?1?11?? 0?0?00??
11111111 00000000 FooBarBaz
10101100 01010011 FooBarBaz
1 2
permit ??1?11?? ??0?00??
11111111 00000000 FooBarBaz
00101100 11010011 FooBarBaz
1 2
permit 11??11?? 00??00??
11111111 00000000 FooBarBaz
11001100 00110011 FooBarBaz
1 2
permit ?1??11?? ?0??00??
11111111 00000000 FooBarBaz
01001100 10110011 FooBarBaz
1 2
permit 1???11?? 0???00??
11111111 00000000 FooBarBaz
10001100 01110011 FooBarBaz
1 2
permit ????11?? ????00??
11111111 00000000 FooBarBaz
00001100 11110011 FooBarBaz
1 2
permit 1111?1?? 0000?0??
11111111 00000000 FooBarBaz
11110100 00001011 FooBarBaz
1 2
permit ?111?1?? ?000?0??
11111111 00000000 FooBarBaz
01110100 10001011 FooBarBaz
1 2
permit 1?11?1?? 0?00?0??
11111111 00000000 FooBarBaz
10110100 01001011 FooBarBaz
1 2
permit ??11?1?? ??00?0??
11111111 00000000 FooBarBaz
00110100 11001011 FooBarBaz
1 2
permit 11?1?1?? 00?0?0??
11111111 00000000 FooBarBaz
11010100 00101011 FooBarBaz
1 2
permit ?1?1?1?? ?0?0?0??
11111111 00000000 FooBarBaz
01010100 10101011 FooBarBaz
1 2
permit 1??1?1?? 0??0?0??
11111111 00000000 FooBarBaz
10010100 01101011 FooBarBaz
1 2
permit ???1?1?? ???0?0??
11111111 00000000 FooBarBaz
00010100 11101011 FooBarBaz
1 2
permit 111??1?? 000??0??
11111111 00000000 FooBarBaz
11100100 00011011 FooBarBaz
1 2
permit ?11??1?? ?00??0??
11111111 00000000 FooBarBaz
01100100 10011011 FooBarBaz
1 2
permit 1?1??1?? 0?0??0??
11111111 00000000 FooBarBaz
10100100 01011011 FooBarBaz
1 2
permit ??1??1?? ??0??0??
11111111 00000000 FooBarBaz
00100100 11011011 FooBarBaz
1 2
permit 11???1?? 00???0??
11111111 00000000 FooBarBaz
11000100 00111011 FooBarBaz
1 2
permit ?1???1?? ?0???0??
11111111 00000000 FooBarBaz
01000100 10111011 FooBarBaz
1 2
permit 1????1?? 0????0??
11111111 00000000 FooBarBaz
10000100 01111011 FooBarBaz
1 2
permit ?????1?? ?????0??
11111111 00000000 FooBarBaz
00000100 11111011 FooBarBaz
1 2
permit 11111??? 00000???
11111111 00000000 FooBarBaz
11111000 00000111 FooBarBaz
1 2
permit ?1111??? ?0000???
11111111 00000000 FooBarBaz
01111000 10000111 FooBarBaz
1 2
permit 1?111??? 0?000???
11111111 00000000 FooBarBaz
10111000 01000111 FooBarBaz
1 2
permit ??111??? ??000???
11111111 00000000 FooBarBaz
00111000 11000111 FooBarBaz
1 2
permit 11?11??? 00?00???
11111111 00000000 FooBarBaz
11011000 00100111 FooBarBaz
1 2
permit ?1?11??? ?0?00???
11111111 00000000 FooBarBaz
01011000 10100111 FooBarBaz
1 2
permit 1??11??? 0??00???
11111111 00000000 FooBarBaz
10011000 01100111 FooBarBaz
1 2
permit ???11??? ???00???
11111111 00000000 FooBarBaz
00011000 11100111 FooBarBaz
1 2
permit 111?1??? 000?0???
11111111 00000000 FooBarBaz
11101000 00010111 FooBarBaz
1 2
permit ?11?1??? ?00?0???
